player_name,date,volume,tone,player_id
Benoit Paire,2018-05-12,2,-0.1,105332
Benoit Paire,2018-05-16,1,0.1,105332
Benoit Paire,2018-05-17,4,0.0,105332
Benoit Paire,2018-05-18,1,0.0,105332
Benoit Paire,2018-05-19,1,0.0,105332
Benoit Paire,2018-05-24,2,-0.1,105332
Benoit Paire,2018-05-26,3,0.23333333333333334,105332
Benoit Paire,2018-05-28,7,-0.07142857142857144,105332
Benoit Paire,2018-05-29,3,0.0,105332
Benoit Paire,2018-05-30,37,0.010810810810810815,105332
Benoit Paire,2018-05-31,32,0.04687500000000001,105332
Benoit Paire,2018-06-01,2,0.0,105332
Benoit Paire,2018-06-03,1,-0.1,105332
Benoit Paire,2018-06-06,9,-0.13333333333333333,105332
Benoit Paire,2018-06-09,1,-0.1,105332
Benoit Paire,2018-06-11,1,0.0,105332
Benoit Paire,2018-06-13,1,0.0,105332
Benoit Paire,2018-06-14,2,0.0,105332
Benoit Paire,2018-06-15,1,0.0,105332
Benoit Paire,2018-06-17,1,-0.1,105332
Benoit Paire,2018-06-18,2,-0.15000000000000002,105332
Benoit Paire,2018-06-19,2,0.0,105332
Benoit Paire,2018-06-20,6,0.13333333333333333,105332
Benoit Paire,2018-06-21,4,0.075,105332
Benoit Paire,2018-06-22,13,0.0,105332
Benoit Paire,2018-06-23,19,0.026315789473684213,105332
Benoit Paire,2018-06-24,4,-0.025,105332
Benoit Paire,2018-06-25,9,0.02222222222222223,105332
Benoit Paire,2018-06-26,3,0.03333333333333334,105332
Benoit Paire,2018-06-29,23,-0.01739130434782609,105332
Benoit Paire,2018-06-30,33,0.009090909090909092,105332
Benoit Paire,2018-07-01,68,0.05294117647058824,105332
Benoit Paire,2018-07-02,46,0.010869565217391304,105332
Benoit Paire,2018-07-04,2,0.1,105332
Benoit Paire,2018-07-05,19,0.010526315789473684,105332
Benoit Paire,2018-07-06,16,0.0062499999999999995,105332
Benoit Paire,2018-07-07,84,0.011904761904761908,105332
Benoit Paire,2018-07-08,7,-0.042857142857142864,105332
Benoit Paire,2018-07-10,1,-0.1,105332
Benoit Paire,2018-07-14,3,0.1,105332
Benoit Paire,2018-07-15,9,0.05555555555555555,105332
Benoit Paire,2018-07-16,7,0.057142857142857155,105332
Benoit Paire,2018-07-21,14,0.2,105332
Benoit Paire,2018-07-29,1,0.0,105332
Benoit Paire,2018-07-30,1,0.0,105332
Benoit Paire,2018-08-01,12,-0.05833333333333334,105332
Benoit Paire,2018-08-02,4,0.025000000000000022,105332
Benoit Paire,2018-08-03,4,0.0,105332
Benoit Paire,2018-08-04,20,-0.030000000000000006,105332
Benoit Paire,2018-08-05,4,0.0,105332
Benoit Paire,2018-08-06,3,0.0,105332
Benoit Paire,2018-08-07,5,0.0,105332
Benoit Paire,2018-08-08,1,0.0,105332
Benoit Paire,2018-08-09,26,0.003846153846153845,105332
Benoit Paire,2018-08-10,2,0.05,105332
Benoit Paire,2018-08-12,11,0.009090909090909085,105332
Benoit Paire,2018-08-14,15,-0.026666666666666672,105332
Benoit Paire,2018-08-15,4,0.0,105332
Benoit Paire,2018-08-16,10,0.05,105332
Benoit Paire,2018-08-18,1,0.0,105332
Benoit Paire,2018-08-19,1,0.0,105332
Benoit Paire,2018-08-23,1,0.0,105332
Benoit Paire,2018-08-24,1,0.0,105332
Benoit Paire,2018-08-29,20,0.015000000000000003,105332
Benoit Paire,2018-08-30,46,-0.02826086956521739,105332
Benoit Paire,2018-08-31,104,-0.01730769230769231,105332
Benoit Paire,2018-09-01,10,0.05,105332
Benoit Paire,2018-09-02,1,0.0,105332
Benoit Paire,2018-09-03,1,-0.1,105332
Benoit Paire,2018-09-04,9,-0.011111111111111112,105332
Benoit Paire,2018-09-05,5,-0.020000000000000004,105332
Benoit Paire,2018-09-08,1,0.0,105332
Benoit Paire,2018-09-10,5,0.019999999999999962,105332
Benoit Paire,2018-09-11,10,0.07,105332
Benoit Paire,2018-09-12,2,0.1,105332
Benoit Paire,2018-09-13,3,0.2,105332
Benoit Paire,2018-09-14,14,0.05714285714285715,105332
Benoit Paire,2018-09-15,47,0.04680851063829788,105332
Benoit Paire,2018-09-16,6,0.18333333333333335,105332
Benoit Paire,2018-09-18,17,0.023529411764705885,105332
Benoit Paire,2018-09-19,17,0.01764705882352942,105332
Benoit Paire,2018-09-20,1,0.0,105332
Benoit Paire,2018-09-25,1,0.0,105332
Benoit Paire,2018-10-01,2,0.1,105332
Benoit Paire,2018-10-02,2,0.0,105332
Benoit Paire,2018-10-03,6,0.03333333333333334,105332
Benoit Paire,2018-10-04,2,0.0,105332
Benoit Paire,2018-10-05,1,0.0,105332
Benoit Paire,2018-10-06,2,0.0,105332
Benoit Paire,2018-10-08,1,0.1,105332
Benoit Paire,2018-10-10,2,0.0,105332
Benoit Paire,2018-10-11,1,0.0,105332
Benoit Paire,2018-10-15,1,-0.1,105332
Benoit Paire,2018-10-16,1,0.2,105332
Benoit Paire,2018-10-17,9,0.0,105332
Benoit Paire,2018-10-18,3,0.03333333333333334,105332
Benoit Paire,2018-10-29,1,0.0,105332
Benoit Paire,2018-10-30,2,0.05,105332
Benoit Paire,2018-10-31,12,0.05,105332
Benoit Paire,2018-11-01,6,-0.06666666666666668,105332
Benoit Paire,2018-11-03,1,-0.1,105332
Benoit Paire,2018-11-22,9,0.12222222222222225,105332
Benoit Paire,2018-11-24,10,0.0,105332
Benoit Paire,2018-11-25,3,0.06666666666666668,105332
Benoit Paire,2018-11-28,2,0.2,105332
Benoit Paire,2018-11-29,10,0.1,105332
Benoit Paire,2018-11-30,6,0.1,105332
Benoit Paire,2018-12-29,1,0.0,105332
Benoit Paire,2018-12-30,3,-0.03333333333333333,105332
Benoit Paire,2019-01-01,6,-0.016666666666666666,105332
Benoit Paire,2019-01-02,5,-0.020000000000000004,105332
Benoit Paire,2019-01-03,2,0.15000000000000002,105332
Benoit Paire,2019-01-04,1,0.0,105332
Benoit Paire,2019-01-05,2,0.1,105332
Benoit Paire,2019-01-06,1,0.0,105332
Benoit Paire,2019-01-07,2,-0.1,105332
Benoit Paire,2019-01-08,1,0.1,105332
Benoit Paire,2019-01-11,2,-0.05,105332
Benoit Paire,2019-01-12,1,0.0,105332
Benoit Paire,2019-01-13,2,0.05,105332
Benoit Paire,2019-01-14,1,0.0,105332
Benoit Paire,2019-01-15,25,0.0040000000000000036,105332
Benoit Paire,2019-01-16,5,0.019999999999999997,105332
Benoit Paire,2019-01-17,41,0.0,105332
Benoit Paire,2019-01-18,2,0.1,105332
Benoit Paire,2019-01-21,5,0.0,105332
Benoit Paire,2019-01-22,1,0.0,105332
Benoit Paire,2019-02-07,1,0.0,105332
Benoit Paire,2019-02-12,4,0.07500000000000001,105332
Benoit Paire,2019-02-13,1,0.1,105332
Benoit Paire,2019-02-21,1,0.0,105332
Benoit Paire,2019-02-24,12,0.2,105332
Benoit Paire,2019-02-25,1,0.2,105332
Benoit Paire,2019-02-26,9,0.17777777777777778,105332
Benoit Paire,2019-02-27,11,0.1272727272727273,105332
Benoit Paire,2019-02-28,2,-0.05,105332
Benoit Paire,2019-03-05,1,0.2,105332
Benoit Paire,2019-03-08,2,0.15000000000000002,105332
Benoit Paire,2019-03-09,1,0.2,105332
Benoit Paire,2019-03-10,6,0.11666666666666668,105332
Benoit Paire,2019-03-18,1,0.1,105332
Benoit Paire,2019-03-20,2,0.15000000000000002,105332
Benoit Paire,2019-04-09,2,0.30000000000000004,105332
Benoit Paire,2019-04-13,1,-0.1,105332
Benoit Paire,2019-04-14,10,0.06999999999999999,105332
Benoit Paire,2019-04-22,3,0.0,105332
Benoit Paire,2019-05-13,2,0.0,105332
Benoit Paire,2019-05-14,5,0.0,105332
Benoit Paire,2019-05-22,1,0.1,105332
Benoit Paire,2019-05-24,12,0.07500000000000001,105332
Benoit Paire,2019-05-25,13,0.046153846153846156,105332
Benoit Paire,2019-05-26,27,0.03703703703703704,105332
Benoit Paire,2019-05-27,13,0.09230769230769233,105332
Benoit Paire,2019-05-28,18,0.04444444444444445,105332
Benoit Paire,2019-05-29,6,0.03333333333333334,105332
Benoit Paire,2019-05-30,24,0.008333333333333335,105332
Benoit Paire,2019-05-31,12,0.09166666666666667,105332
Benoit Paire,2019-06-01,19,0.12105263157894738,105332
Benoit Paire,2019-06-02,48,0.06874999999999999,105332
Benoit Paire,2019-06-03,106,0.04999999999999999,105332
Benoit Paire,2019-06-04,26,0.05769230769230769,105332
Benoit Paire,2019-06-05,13,0.06923076923076923,105332
Benoit Paire,2019-06-06,2,0.1,105332
Benoit Paire,2019-06-20,11,0.1,105332
Benoit Paire,2019-06-25,1,0.1,105332
Benoit Paire,2019-06-26,1,0.1,105332
Benoit Paire,2019-06-30,14,0.0071428571428571435,105332
Benoit Paire,2019-07-01,1,0.0,105332
Benoit Paire,2019-07-04,1,0.1,105332
Benoit Paire,2019-07-05,16,0.012499999999999999,105332
Benoit Paire,2019-07-06,11,0.009090909090909092,105332
Benoit Paire,2019-07-07,27,0.025925925925925925,105332
Benoit Paire,2019-07-08,89,0.06179775280898878,105332
Benoit Paire,2019-07-09,13,0.06153846153846155,105332
Benoit Paire,2019-07-10,3,0.03333333333333334,105332
Benoit Paire,2019-07-11,1,0.1,105332
Benoit Paire,2019-07-12,1,0.0,105332
Benoit Paire,2019-07-14,1,0.0,105332
Benoit Paire,2019-08-01,10,0.009999999999999998,105332
Benoit Paire,2019-08-02,18,-0.011111111111111113,105332
Benoit Paire,2019-08-03,64,0.037500000000000006,105332
Benoit Paire,2019-08-04,9,0.08888888888888889,105332
Benoit Paire,2019-08-06,4,0.0,105332
Benoit Paire,2019-08-07,2,0.0,105332
Benoit Paire,2019-08-09,1,0.2,105332
Benoit Paire,2019-08-10,1,0.0,105332
Benoit Paire,2019-08-14,5,0.06,105332
Benoit Paire,2019-08-15,6,-3.469446951953614e-18,105332
Benoit Paire,2019-08-16,1,0.2,105332
Benoit Paire,2019-08-21,4,0.07500000000000001,105332
Benoit Paire,2019-08-22,5,0.16,105332
Benoit Paire,2019-08-23,14,0.0642857142857143,105332
Benoit Paire,2019-08-24,9,0.1,105332
Benoit Paire,2019-08-25,9,0.11111111111111112,105332
Benoit Paire,2019-08-27,1,0.1,105332
Benoit Paire,2019-08-28,4,0.075,105332
Benoit Paire,2019-09-04,1,0.2,105332
Benoit Paire,2019-09-09,1,0.1,105332
Benoit Paire,2019-09-14,1,0.1,105332
Benoit Paire,2019-09-22,1,0.0,105332
Benoit Paire,2019-09-23,1,0.1,105332
Benoit Paire,2019-09-24,11,0.1,105332
Benoit Paire,2019-09-25,1,0.1,105332
Benoit Paire,2019-09-28,1,0.2,105332
Benoit Paire,2019-10-01,23,0.13478260869565217,105332
Benoit Paire,2019-10-02,3,0.16666666666666669,105332
Benoit Paire,2019-10-06,4,0.05,105332
Benoit Paire,2019-10-08,1,0.1,105332
Benoit Paire,2019-10-10,1,0.1,105332
Benoit Paire,2019-10-21,1,0.1,105332
Benoit Paire,2019-10-22,1,0.2,105332
Benoit Paire,2019-10-27,1,0.0,105332
Benoit Paire,2019-10-28,2,0.0,105332
Benoit Paire,2019-10-29,7,0.0,105332
Benoit Paire,2019-10-31,12,0.0,105332
Benoit Paire,2019-11-01,2,0.05,105332
Benoit Paire,2019-11-17,1,0.2,105332
Benoit Paire,2019-11-21,17,0.023529411764705885,105332
Benoit Paire,2019-11-22,10,0.09,105332
Benoit Paire,2019-11-23,3,0.0,105332
Benoit Paire,2019-11-29,1,0.3,105332
Benoit Paire,2019-12-02,1,0.2,105332
Benoit Paire,2019-12-03,2,0.2,105332
Benoit Paire,2019-12-04,1,0.3,105332
Benoit Paire,2019-12-07,1,0.0,105332
Benoit Paire,2019-12-08,1,0.0,105332
Benoit Paire,2019-12-11,2,0.25,105332
Benoit Paire,2019-12-24,2,0.2,105332
Benoit Paire,2019-12-25,1,0.3,105332
Benoit Paire,2019-12-31,1,0.4,105332
Benoit Paire,2020-01-03,2,0.2,105332
Benoit Paire,2020-01-04,50,0.026000000000000002,105332
Benoit Paire,2020-01-05,14,0.014285714285714285,105332
Benoit Paire,2020-01-06,14,0.05714285714285715,105332
Benoit Paire,2020-01-07,9,0.26666666666666666,105332
Benoit Paire,2020-01-08,4,0.075,105332
Benoit Paire,2020-01-09,10,0.18,105332
Benoit Paire,2020-01-11,3,0.3,105332
Benoit Paire,2020-01-12,2,0.25,105332
Benoit Paire,2020-01-13,5,0.04,105332
Benoit Paire,2020-01-14,3,0.13333333333333333,105332
Benoit Paire,2020-01-15,5,-0.05999999999999999,105332
Benoit Paire,2020-01-16,19,0.1473684210526316,105332
Benoit Paire,2020-01-17,12,-0.04999999999999999,105332
Benoit Paire,2020-01-18,50,0.07400000000000001,105332
Benoit Paire,2020-01-19,28,0.025000000000000012,105332
Benoit Paire,2020-01-20,35,0.0,105332
Benoit Paire,2020-01-21,22,0.0,105332
Benoit Paire,2020-01-22,10,0.02,105332
Benoit Paire,2020-01-24,3,0.0,105332
Benoit Paire,2020-01-25,4,0.25,105332
Benoit Paire,2020-01-27,6,-0.2,105332
Benoit Paire,2020-01-28,12,0.0,105332
Benoit Paire,2020-01-29,1,0.0,105332
Benoit Paire,2020-01-30,1,0.0,105332
Benoit Paire,2020-02-01,3,0.03333333333333334,105332
Benoit Paire,2020-02-03,3,0.03333333333333334,105332
Benoit Paire,2020-02-04,1,0.0,105332
Benoit Paire,2020-02-05,2,-0.1,105332
Benoit Paire,2020-02-07,11,0.0,105332
Benoit Paire,2020-02-09,1,-0.2,105332
Benoit Paire,2020-02-10,3,0.0,105332
Benoit Paire,2020-02-11,1,0.0,105332
Benoit Paire,2020-02-18,18,0.005555555555555555,105332
Benoit Paire,2020-02-19,2,-0.05,105332
Benoit Paire,2020-02-20,10,0.010000000000000002,105332
Benoit Paire,2020-02-22,2,-0.1,105332
Benoit Paire,2020-02-24,1,-0.1,105332
Benoit Paire,2020-02-25,6,0.05,105332
Benoit Paire,2020-02-26,15,0.08666666666666667,105332
Benoit Paire,2020-03-08,1,0.1,105332
Benoit Paire,2020-03-09,1,0.0,105332
Benoit Paire,2020-03-12,1,0.1,105332
Benoit Paire,2020-03-15,1,-0.1,105332
Benoit Paire,2020-04-01,1,0.0,105332
Benoit Paire,2020-04-08,2,0.15000000000000002,105332
Benoit Paire,2020-04-15,1,0.2,105332
Benoit Paire,2020-04-17,1,0.2,105332
Benoit Paire,2020-04-20,1,0.0,105332
Benoit Paire,2020-04-26,1,0.0,105332
Benoit Paire,2020-04-27,2,0.0,105332
Benoit Paire,2020-04-28,2,0.15,105332
Benoit Paire,2020-04-29,4,0.05,105332
Benoit Paire,2020-04-30,2,0.0,105332
Benoit Paire,2020-05-01,1,0.0,105332
Benoit Paire,2020-05-14,1,0.1,105332
Benoit Paire,2020-05-15,5,0.0,105332
Benoit Paire,2020-05-16,2,0.1,105332
Benoit Paire,2020-05-19,1,0.0,105332
Benoit Paire,2020-05-22,1,0.0,105332
Benoit Paire,2020-05-27,1,0.0,105332
Benoit Paire,2020-06-05,1,0.2,105332
Benoit Paire,2020-06-08,3,0.2,105332
Benoit Paire,2020-06-15,2,0.15,105332
Benoit Paire,2020-06-25,1,-0.2,105332
Benoit Paire,2020-06-28,1,-0.2,105332
Benoit Paire,2020-08-02,1,0.1,105332
Benoit Paire,2020-08-24,1,0.3,105332
Benoit Paire,2020-08-30,57,-0.0754385964912281,105332
Benoit Paire,2020-08-31,110,-0.14181818181818182,105332
Benoit Paire,2020-09-01,115,-0.0782608695652174,105332
Benoit Paire,2020-09-02,41,-0.10487804878048783,105332
Benoit Paire,2020-09-03,11,-0.14545454545454548,105332
Benoit Paire,2020-09-04,6,-0.08333333333333334,105332
Benoit Paire,2020-09-05,110,-0.018181818181818174,105332
Benoit Paire,2020-09-06,54,-0.10185185185185186,105332
Benoit Paire,2020-09-07,12,-0.1,105332
Benoit Paire,2020-09-08,2,-0.1,105332
Benoit Paire,2020-09-11,1,-0.1,105332
Benoit Paire,2020-09-13,2,0.0,105332
Benoit Paire,2020-09-14,6,0.033333333333333326,105332
Benoit Paire,2020-09-15,18,0.1,105332
Benoit Paire,2020-09-16,1,0.2,105332
Benoit Paire,2020-09-21,1,-0.1,105332
Benoit Paire,2020-09-23,18,-0.10000000000000002,105332
Benoit Paire,2020-09-24,7,0.12857142857142856,105332
Benoit Paire,2020-09-25,1,-0.1,105332
Benoit Paire,2020-09-26,1,-0.1,105332
Benoit Paire,2020-09-27,17,-0.11764705882352942,105332
Benoit Paire,2020-09-28,2,-0.05,105332
Benoit Paire,2020-09-29,10,-0.10000000000000002,105332
Benoit Paire,2020-09-30,10,-0.07,105332
Benoit Paire,2020-10-01,4,0.125,105332
Benoit Paire,2020-10-11,4,0.025000000000000005,105332
Benoit Paire,2020-10-12,1,0.0,105332
Benoit Paire,2020-10-13,1,0.0,105332
Benoit Paire,2020-10-14,5,0.14,105332
Benoit Paire,2020-10-15,1,0.2,105332
Benoit Paire,2020-10-18,3,-0.13333333333333333,105332
Benoit Paire,2020-10-29,4,0.1,105332
Benoit Paire,2020-10-30,19,0.09473684210526316,105332
Benoit Paire,2020-11-02,2,0.05,105332
Benoit Paire,2020-11-03,2,0.0,105332
Benoit Paire,2020-11-04,1,0.0,105332
Benoit Paire,2020-11-06,1,0.2,105332
Benoit Paire,2020-11-18,1,0.2,105332
Benoit Paire,2020-11-20,6,0.0,105332
Benoit Paire,2020-11-23,1,0.2,105332
Benoit Paire,2020-11-25,2,-0.1,105332
Benoit Paire,2020-11-26,1,-0.2,105332
Benoit Paire,2020-11-30,1,0.0,105332
Benoit Paire,2020-12-03,1,-0.2,105332
Benoit Paire,2020-12-04,1,-0.2,105332
Benoit Paire,2021-01-04,1,0.2,105332
Benoit Paire,2021-01-05,23,0.12173913043478263,105332
Benoit Paire,2021-01-17,16,-0.35,105332
Benoit Paire,2021-01-18,3,-0.23333333333333334,105332
Benoit Paire,2021-01-19,1,-0.2,105332
Benoit Paire,2021-01-30,10,-0.06,105332
Benoit Paire,2021-01-31,4,0.024999999999999994,105332
Benoit Paire,2021-02-03,70,0.10428571428571427,105332
Benoit Paire,2021-02-04,10,0.08000000000000002,105332
Benoit Paire,2021-02-05,7,0.08571428571428573,105332
Benoit Paire,2021-02-06,5,0.16000000000000003,105332
Benoit Paire,2021-02-07,1,0.1,105332
Benoit Paire,2021-02-08,36,0.15833333333333333,105332
Benoit Paire,2021-02-09,10,-0.18,105332
Benoit Paire,2021-02-10,5,-0.06,105332
Benoit Paire,2021-02-12,1,0.2,105332
Benoit Paire,2021-02-13,2,0.05,105332
Benoit Paire,2021-02-20,1,0.2,105332
Benoit Paire,2021-02-21,2,-0.2,105332
Benoit Paire,2021-02-25,18,0.2,105332
Benoit Paire,2021-02-27,7,0.1,105332
Benoit Paire,2021-03-04,1,-0.4,105332
Benoit Paire,2021-03-05,14,-0.0071428571428571435,105332
Benoit Paire,2021-03-08,2,0.3,105332
Benoit Paire,2021-03-11,15,0.09333333333333334,105332
Benoit Paire,2021-03-12,5,-0.38,105332
Benoit Paire,2021-03-15,1,0.4,105332
Benoit Paire,2021-03-18,2,-0.30000000000000004,105332
Benoit Paire,2021-03-30,1,0.4,105332
Benoit Paire,2021-04-03,2,-0.05,105332
Benoit Paire,2021-04-11,1,-0.4,105332
Benoit Paire,2021-04-12,3,-0.1,105332
Benoit Paire,2021-04-13,2,-0.1,105332
Benoit Paire,2021-04-18,2,0.1,105332
Benoit Paire,2021-04-23,6,-0.44999999999999996,105332
Benoit Paire,2021-05-04,3,0.0,105332
Benoit Paire,2021-05-05,12,0.08333333333333334,105332
Benoit Paire,2021-05-06,6,0.25,105332
Benoit Paire,2021-05-07,1,0.2,105332
Benoit Paire,2021-05-10,2,0.15000000000000002,105332
Benoit Paire,2021-05-11,4,0.1,105332
Benoit Paire,2021-05-12,1,0.1,105332
Benoit Paire,2021-05-15,1,0.1,105332
Benoit Paire,2021-05-16,1,0.2,105332
Benoit Paire,2021-05-18,3,0.03333333333333333,105332
Benoit Paire,2021-05-26,5,0.020000000000000004,105332
Benoit Paire,2021-05-27,4,0.0,105332
Benoit Paire,2021-05-29,1,-0.3,105332
Benoit Paire,2021-05-31,3,0.13333333333333336,105332
Benoit Paire,2021-06-01,17,0.011764705882352944,105332
Benoit Paire,2021-06-02,1,0.1,105332
Benoit Paire,2021-06-03,4,0.3,105332
Benoit Paire,2021-06-04,2,-0.1,105332
Benoit Paire,2021-06-09,1,0.1,105332
Benoit Paire,2021-06-12,4,-0.05,105332
Benoit Paire,2021-06-13,2,0.0,105332
Benoit Paire,2021-06-14,4,0.3,105332
Benoit Paire,2021-06-15,8,0.1875,105332
Benoit Paire,2021-06-16,3,0.16666666666666669,105332
Benoit Paire,2021-06-17,1,0.0,105332
Benoit Paire,2021-06-18,3,0.26666666666666666,105332
Benoit Paire,2021-06-25,1,0.0,105332
Benoit Paire,2021-06-27,1,0.0,105332
Benoit Paire,2021-06-28,2,0.15000000000000002,105332
Benoit Paire,2021-06-29,9,-0.06666666666666668,105332
Benoit Paire,2021-06-30,9,0.033333333333333326,105332
Benoit Paire,2021-07-02,1,0.0,105332
Benoit Paire,2021-07-04,4,0.0,105332
Benoit Paire,2021-07-05,2,0.0,105332
Benoit Paire,2021-07-07,1,0.3,105332
Benoit Paire,2021-07-13,2,0.2,105332
Benoit Paire,2021-07-15,2,0.1,105332
Benoit Paire,2021-07-16,13,0.1,105332
Benoit Paire,2021-07-17,10,0.12,105332
Benoit Paire,2021-07-19,1,0.3,105332
Benoit Paire,2021-07-20,8,0.2,105332
Benoit Paire,2021-07-22,1,0.1,105332
Benoit Paire,2021-07-23,9,0.1,105332
Benoit Paire,2021-07-24,15,0.0,105332
Benoit Paire,2021-07-26,1,0.3,105332
Benoit Paire,2021-07-28,19,0.1,105332
Benoit Paire,2021-07-30,1,0.3,105332
Benoit Paire,2021-08-04,5,0.21999999999999997,105332
Benoit Paire,2021-08-05,2,0.1,105332
Benoit Paire,2021-08-08,1,0.2,105332
Benoit Paire,2021-08-10,1,0.3,105332
Benoit Paire,2021-08-11,14,0.0,105332
Benoit Paire,2021-08-12,13,0.0,105332
Benoit Paire,2021-08-16,14,0.2857142857142857,105332
Benoit Paire,2021-08-18,13,0.1,105332
Benoit Paire,2021-08-20,7,0.1,105332
Benoit Paire,2021-08-21,10,0.2,105332
Benoit Paire,2021-08-23,2,0.1,105332
Benoit Paire,2021-08-25,14,0.1,105332
Benoit Paire,2021-08-26,6,0.0,105332
Benoit Paire,2021-08-30,10,0.0,105332
Benoit Paire,2021-08-31,6,0.0,105332
Benoit Paire,2021-09-01,1,0.0,105332
Benoit Paire,2021-09-03,3,0.03333333333333334,105332
Benoit Paire,2021-09-21,5,0.020000000000000004,105332
Benoit Paire,2021-09-22,2,0.0,105332
Benoit Paire,2021-09-28,8,0.0,105332
Benoit Paire,2021-10-08,8,0.125,105332
Benoit Paire,2021-10-09,2,0.05,105332
Benoit Paire,2021-11-02,4,0.1,105332
Benoit Paire,2021-12-29,3,0.0,105332
Benoit Paire,2021-12-30,3,-0.23333333333333334,105332
Benoit Paire,2021-12-31,1,-0.3,105332
Benoit Paire,2022-01-01,2,-0.15000000000000002,105332
Benoit Paire,2022-01-03,1,-0.3,105332
Benoit Paire,2022-01-04,1,-0.3,105332
Benoit Paire,2022-01-05,4,0.1,105332
Benoit Paire,2022-01-06,4,0.1,105332
Benoit Paire,2022-01-11,4,0.2,105332
Benoit Paire,2022-01-12,2,0.04999999999999999,105332
Benoit Paire,2022-01-13,1,0.5,105332
Benoit Paire,2022-01-20,68,0.1794117647058823,105332
Benoit Paire,2022-01-21,33,0.18484848484848487,105332
Benoit Paire,2022-01-22,150,0.12266666666666666,105332
Benoit Paire,2022-01-23,8,0.175,105332
Benoit Paire,2022-01-24,6,0.06666666666666668,105332
Benoit Paire,2022-01-25,3,0.03333333333333334,105332
Benoit Paire,2022-01-26,3,0.2,105332
Benoit Paire,2022-02-01,3,0.1,105332
Benoit Paire,2022-02-08,42,0.09761904761904762,105332
Benoit Paire,2022-02-09,1,0.1,105332
Benoit Paire,2022-02-16,3,0.2,105332
Benoit Paire,2022-02-23,162,0.2691358024691358,105332
Benoit Paire,2022-02-24,4,0.0,105332
Benoit Paire,2022-02-26,1,0.0,105332
Benoit Paire,2022-04-06,1,-0.3,105332
Benoit Paire,2022-04-09,4,0.05000000000000001,105332
Benoit Paire,2022-04-12,1,0.2,105332
Benoit Paire,2022-04-15,1,0.2,105332
Benoit Paire,2022-04-26,13,0.1,105332
Benoit Paire,2022-04-27,1,0.1,105332
Benoit Paire,2022-05-16,5,0.0,105332
Benoit Paire,2022-05-17,8,0.0,105332
Benoit Paire,2022-05-19,14,0.18571428571428572,105332
Benoit Paire,2022-05-20,1,0.0,105332
Benoit Paire,2022-05-24,24,-0.0125,105332
Benoit Paire,2022-05-25,14,-0.028571428571428588,105332
Benoit Paire,2022-05-26,1,0.0,105332
Benoit Paire,2022-05-28,1,0.0,105332
Benoit Paire,2022-05-30,1,-0.3,105332
Benoit Paire,2022-06-05,1,-0.3,105332
Benoit Paire,2022-06-06,6,0.1,105332
Benoit Paire,2022-06-14,1,0.1,105332
Benoit Paire,2022-06-26,1,0.1,105332
Benoit Paire,2022-06-27,1,0.1,105332
Benoit Paire,2022-06-30,1,-0.2,105332
Benoit Paire,2022-07-14,1,0.1,105332
Benoit Paire,2022-07-22,1,0.1,105332
Benoit Paire,2022-07-27,30,0.1,105332
Benoit Paire,2022-07-28,1,0.1,105332
Benoit Paire,2022-08-02,8,0.0,105332
Benoit Paire,2022-08-03,2,0.15,105332
Benoit Paire,2022-08-04,3,0.23333333333333334,105332
Benoit Paire,2022-08-05,1,0.1,105332
Benoit Paire,2022-08-07,2,0.05,105332
Benoit Paire,2022-08-08,10,0.3,105332
Benoit Paire,2022-08-25,5,0.08,105332
Benoit Paire,2022-08-28,3,0.16666666666666669,105332
Benoit Paire,2022-08-30,4,0.07500000000000001,105332
Benoit Paire,2022-08-31,9,-0.022222222222222227,105332
Benoit Paire,2022-09-01,4,0.0,105332
Benoit Paire,2022-09-03,1,0.2,105332
Benoit Paire,2022-09-06,1,0.0,105332
Benoit Paire,2022-11-10,1,0.2,105332
Benoit Paire,2022-12-31,1,0.2,105332
Benoit Paire,2023-01-09,1,0.2,105332
Benoit Paire,2023-01-12,1,0.3,105332
Benoit Paire,2023-01-22,1,0.2,105332
Benoit Paire,2023-01-23,1,0.1,105332
Benoit Paire,2023-02-26,16,0.1,105332
Benoit Paire,2023-03-01,1,0.1,105332
Benoit Paire,2023-03-03,1,0.1,105332
Benoit Paire,2023-03-04,2,0.1,105332
Benoit Paire,2023-03-24,27,0.12962962962962962,105332
Benoit Paire,2023-04-28,4,0.025000000000000005,105332
Benoit Paire,2023-04-29,3,0.06666666666666668,105332
Benoit Paire,2023-04-30,1,0.0,105332
Benoit Paire,2023-05-15,2,0.2,105332
Benoit Paire,2023-05-21,2,0.1,105332
Benoit Paire,2023-05-25,12,0.03333333333333333,105332
Benoit Paire,2023-05-29,33,0.2424242424242424,105332
Benoit Paire,2023-05-30,13,0.30000000000000004,105332
Benoit Paire,2023-05-31,3,0.23333333333333334,105332
Benoit Paire,2023-06-01,13,0.19230769230769232,105332
Benoit Paire,2023-07-03,6,0.10000000000000002,105332
Benoit Paire,2023-07-04,1,-0.1,105332
Benoit Paire,2023-07-06,1,0.0,105332
Benoit Paire,2023-07-09,4,-0.225,105332
Benoit Paire,2023-07-15,1,0.2,105332
Benoit Paire,2023-07-16,1,0.2,105332
Benoit Paire,2023-08-13,1,-0.3,105332
Benoit Paire,2023-09-05,1,0.1,105332
Benoit Paire,2023-09-26,1,0.1,105332
Benoit Paire,2023-10-05,1,0.2,105332
